bridgeId,name,state,region,lga,assetOwner,assetClass,structureType,material,yearBuilt,spanLengthM,deckWidthM,totalLengthM,numberOfSpans,numberOfLanes,clearanceHeightM,latitude,longitude,postingStatus,condition,conditionRating,conditionScore,nhvrRouteAssessed,operationalStatus,criticality,inspectionDate,aadtVehicles,remarks,maintenanceAuthority,designLoad,nhvrRef,sourceRefURL
B09698,SCOTTS ROAD,NSW,Newcastle,Hunter Precinct,TfNSW,BRIDGE,Prestressed Concrete Girder,Prestressed Concrete,,,,,,,5.98,-32.64027,151.93049,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Pacific Hwy - Hw10; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09093,"BRIDGE, WOOYUNG RD",NSW,Th. Ballina,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.0,-28.46286,153.50534,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Sh10; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09520,FAUNA OVERPASS,NSW,Th. Ballina,Northern Precinct,TfNSW,BRIDGE,Overpass Bridge,Reinforced Concrete,,,,,,,6.0,-28.4033,153.52765,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Sh10; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10302,FAUNA OVERPASS N/B,NSW,Th Kempsey,Northern Precinct,TfNSW,BRIDGE,Overpass Bridge,Reinforced Concrete,,,,,,,6.0,-30.41706,153.02479,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific Hway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10212,INFRA 9,NSW,Of Wollongong,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.0,-34.34874,150.91149,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PRINCES HIGHWAY; Route No: HW1; Class: State Highway; Waterway: Park Road 8.9 Km North; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09514,FAUNA OVERPASS,NSW,Th. Ballina,Northern Precinct,TfNSW,BRIDGE,Overpass Bridge,Reinforced Concrete,,,,,,,6.0,-28.47539,153.51028,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Sh10; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09064,BRIDGE OVER SH10,NSW,Th Ballina,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.0,-28.58389,153.54446,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Wreckers Int/Change; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09092,TWEED VALLEY WAY OB,NSW,Th Ballina,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.0,-28.47439,153.50931,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific Highway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10303,FAUNA OVERPASS S/B,NSW,Th Kempsey,Northern Precinct,TfNSW,BRIDGE,Overpass Bridge,Reinforced Concrete,,,,,,,6.0,-30.41708,153.02506,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific Hway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B01879,65.29KM NTH KEMPSEY,NSW,Nth. Nambucca Heads,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.0,-30.6385,152.9776,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: OLD PACIFIC HWY- Nambucca to Valla; Route No: SR3170010; Class: State Road; Waterway: Over Sh 10; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10955,STOCK/FARM UNDERPASS,NSW,Grafton,Northern Precinct,TfNSW,BRIDGE,Underpass,Reinforced Concrete,,,,,,,6.0,-28.69522,153.53259,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: BYRON LGA; Route No: SR9999062; Class: State Road; Waterway: Jarret Property Acc; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08790,JOHN RAND'S BRIDGE,NSW,Boambee,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.0,-30.336,153.0797,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific Hway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09779,BRIDGE OVER SH1 AT,NSW,,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.0,-34.64977,150.8522,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PRINCES HIGHWAY; Route No: HW1; Class: State Highway; Waterway: Bombo Interchange; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10735,NEWCASTLE INTERCHANGE,NSW,Cameron Park,Hunter Precinct,TfNSW,BRIDGE,Prestressed Concrete Girder,Prestressed Concrete,,,,,,,6.0,-32.88934,151.60139,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SYDNEY-NEWCASTLE FREEWAY; Route No: NR6003; Class: National Highway; Waterway: M1 Freeway - Ncle Link Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08059,SGIRD BRIDGE N/B,NSW,Sydney,Hunter Precinct,TfNSW,BRIDGE,Steel Girder,Steel,,,,,,,6.01,-32.927,151.55,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: LAKE MACQUARIE LGA; Route No: SR9999252; Class: State Road; Waterway: F3/Burkes Ck + L.Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08241,NEWCASTLE I'CHANGE,NSW,Newc,Hunter Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.04,-32.88948,151.60117,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SYDNEY-NEWCASTLE FREEWAY; Route No: NR6003; Class: National Highway; Waterway: M1 Freeway On Link Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B06863,SPARKS ROAD,NSW,Sydney,Hunter Precinct,TfNSW,BRIDGE,Steel Girder,Steel,,,,,,,6.06,-33.22842,151.42211,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SYDNEY-NEWCASTLE FREEWAY; Route No: NR6003; Class: National Highway; Waterway: F3- Sparks Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B07943,F3-S/B UNLOAD RAMP,NSW,Sydney,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.06,-33.60596,151.16436,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,"Road: SYDNEY-NEWCASTLE FREEWAY; Route No: NR6003; Class: National Highway; Waterway: Over F3, At Berowra; Source: TfNSW Vertical Clearances Oct 2023",,,,
B09806,M7 SB TO M5 SB &CVW,NSW,"Preston, Ubd 268C16",Western Parkland Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.07,-33.95041,150.87829,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: M7 WESTLINK; Route No: SR6009; Class: State Road; Waterway: Rmp M5 Wb To M7 Nb; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08025,BR ON ETTALONG RD,NSW,Greystanes,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.08,-33.81361,150.95203,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: WESTERN FREEWAY; Route No: NR6004; Class: National Highway; Waterway: 6004 (M4); Source: TfNSW Vertical Clearances Oct 2023,,,,
B00913,INDUSTRIAL PIPES,NSW,,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.09,-34.47013,150.88172,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PORT KEMBLA-UNANDERRA; Route No: SR295; Class: State Road; Waterway: Over Mr295; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00340,BRIDGE ON PACIFIC HWY,NSW,Cowan,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.09,-33.55902,151.19227,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SYDNEY-NEWCASTLE FREEWAY; Route No: NR6003; Class: National Highway; Waterway: Over M1; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00914,INDUSTRIAL PIPE,NSW,,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.09,-34.4714,150.88346,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PORT KEMBLA-UNANDERRA; Route No: SR295; Class: State Road; Waterway: Over Mr295; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08115,BRIDGE A,NSW,West Of Goulburn,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.1,-34.77596,149.688,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HUME HIGHWAY; Route No: HW2; Class: State Highway; Waterway: Bridge Over Sh2; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10913,BRIDGE ON HW10,NSW,Frederickton,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.1,-31.06259,152.88651,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Macleay River; Source: TfNSW Vertical Clearances Oct 2023,,,,
B02462,GLEBE BRIDGE,NSW,Th Coraki,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.1,-28.97801,153.28838,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: CORAKI-SOUTH GUNDURIMBAH; Route No: SR148; Class: State Road; Waterway: Richmond River; Source: TfNSW Vertical Clearances Oct 2023,,,,
B02537,MCFARLANE BRIDGE,NSW,Th Maclean,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.1,-29.46569,153.19577,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: GRAFTON-MACLEAN-YAMBA; Route No: SR152; Class: State Road; Waterway: Clarence River; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09988,LAKES WAY I/CHANGE,NSW,Orth Of Ncle,Hunter Precinct,TfNSW,BRIDGE,Prestressed Concrete Girder,Prestressed Concrete,,,,,,,6.11,-32.01007,152.46771,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Pacific Highway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08272,CARCH - PED/ BRIDGE,NSW,"Michael St, Jesmond",Hunter Precinct,TfNSW,BRIDGE,Concrete Arch,Reinforced Concrete,,,,,,,6.12,-32.9034,151.69329,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: CHARLESTOWN-SANDGATE HIGHWAY; Route No: HW23; Class: State Highway; Waterway: Newcle Inner City Bp Hw23; Source: TfNSW Vertical Clearances Oct 2023,,,,
B06901,PEDO AT POMEROY ST,NSW,Nth Strathfield,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.13,-33.86098,151.07987,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: WESTERN FREEWAY; Route No: NR6004; Class: National Highway; Waterway: F4; Source: TfNSW Vertical Clearances Oct 2023,,,,
B07455,HUE HUE ROAD,NSW,Sydney,Hunter Precinct,TfNSW,BRIDGE,Steel Girder,Steel,,,,,,,6.15,-33.18128,151.46717,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SYDNEY-NEWCASTLE FREEWAY; Route No: NR6003; Class: National Highway; Waterway: F3-Hue Hue Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10130,BRIDGE,NSW,Fallon Street,South West Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.16,-36.06431,146.9416,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HUME HIGHWAY; Route No: HW2; Class: State Highway; Waterway: Over Hw2 Hume Rail; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10456,WB PVSLB BRIDGE,NSW,Orth Newcastle,Hunter Precinct,TfNSW,BRIDGE,Prestressed Concrete Girder,Prestressed Concrete,,,,,,,6.17,-32.39809,152.21694,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Pacific Hwy; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08660,PVSLB  BRIDGE,NSW,Beresfield,Hunter Precinct,TfNSW,BRIDGE,Prestressed Concrete Girder,Prestressed Concrete,,,,,,,6.18,-32.81011,151.64885,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: NEW ENGLAND HIGHWAY; Route No: HW9; Class: State Highway; Waterway: New England Hwy Hw9; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00608,MARK EVANS BR,NSW,Menangle Park,Western Parkland Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.19,-34.08858,150.76806,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HUME HIGHWAY; Route No: HW2; Class: State Highway; Waterway: Over Sh2; Source: TfNSW Vertical Clearances Oct 2023,,,,
B03248,CARRATHOOL BRIDGE,NSW,Carrathool,South West Precinct,TfNSW,BRIDGE,Timber Beam,Timber,,,,,,,6.2,-34.44876,145.41712,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: CARRATHOOL RD; Route No: SR3000244; Class: State Road; Waterway: Murrumbidgee R; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11161,FROG'S ROAD BRIDGE,NSW,Orth Taree,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.2,-31.44641,152.82356,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific Motorway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00770,BRIDGE ON SIERRA ST,NSW,Yerrinbool,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.2,-34.36622,150.54034,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HUME HIGHWAY; Route No: HW2; Class: State Highway; Waterway: Over Hume Highway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08426,MC.MAHON'S REEF RD,NSW,Yass,South West Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.2,-34.81675,148.35371,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Over Road; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08427,MC.MAHON'S REEF RD,NSW,Yass,South West Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.2,-34.81638,148.35362,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Over Road; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00656,BRIDGE ON MR678 - S/B,NSW,Waterfall,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.2,-34.14656,150.99244,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SOUTHERN FREEWAY; Route No: NR6006; Class: National Highway; Waterway: Over F.6 - N/B; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09590,PEDRO BRIDGE,NSW,Tuggerah,Hunter Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.21,-33.30665,151.41483,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: TUGGERAH-LONG JETTY (WYONG ROAD); Route No: SR335; Class: State Road; Waterway: Wyong Rd (Mr335); Source: TfNSW Vertical Clearances Oct 2023,,,,
B08035,BR ON PACIFIC HWY,NSW,Lane Cove,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.23,-33.81252,151.17551,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: NORTH SYDNEY-LANE COVE; Route No: SR651; Class: State Road; Waterway: Over Gorehill Fwy; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08030,BR ON WILLOUGHBY RD,NSW,Naremburn,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.24,-33.81737,151.20144,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: NORTH SYDNEY-LANE COVE; Route No: SR651; Class: State Road; Waterway: Over Gorehill Fwy; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08029,BR ON PROSPECT HWY,NSW,Prospect,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.25,-33.80543,150.91589,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: WESTERN FREEWAY; Route No: NR6004; Class: National Highway; Waterway: 6004 (M4); Source: TfNSW Vertical Clearances Oct 2023,,,,
B00365,CALGA INTERCHANGE,NSW,Sydney,Hunter Precinct,TfNSW,BRIDGE,Steel Girder,Steel,,,,,,,6.26,-33.42666,151.22532,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SYDNEY-NEWCASTLE FREEWAY; Route No: NR6003; Class: National Highway; Waterway: F3 Off Ramp(Unused); Source: TfNSW Vertical Clearances Oct 2023,,,,
B09848,BR ON M7 SB,NSW,Cecil Hills,Western Parkland Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.28,-33.877,150.8434,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: CECIL PARK-LUDDENHAM; Route No: SR535; Class: State Road; Waterway: Elizabeth Dr; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08031,NORTH SHORE RLY BR,NSW,Artarmon,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.29,-33.81307,151.19224,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: NORTH SYDNEY-LANE COVE; Route No: SR651; Class: State Road; Waterway: Over Gore Hill Fwy; Source: TfNSW Vertical Clearances Oct 2023,,,,
B07686,PGIRD  BRIDGE S/B,NSW,Sydney,Hunter Precinct,TfNSW,BRIDGE,Prestressed Concrete Girder,Prestressed Concrete,,,,,,,6.3,-33.42362,151.28541,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SYDNEY-NEWCASTLE FREEWAY; Route No: NR6003; Class: National Highway; Waterway: Gosford Exit; Source: TfNSW Vertical Clearances Oct 2023,,,,
B07687,BR ON CHURCH STREET,NSW,Mt.Ku-Ring-Gai,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.3,-33.65668,151.13577,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SYDNEY-NEWCASTLE FREEWAY; Route No: NR6003; Class: National Highway; Waterway: Over F.3; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08050,PPLNK  BRIDGE S/B,NSW,Sydney,Hunter Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.3,-32.97271,151.53311,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: LAKE MACQUARIE LGA; Route No: SR9999252; Class: State Road; Waterway: Forestry Access Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08043,PGIRD BRIDGE,NSW,Toronto,Hunter Precinct,TfNSW,BRIDGE,Prestressed Concrete Girder,Prestressed Concrete,,,,,,,6.3,-33.00721,151.55322,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: LAKE MACQUARIE LGA; Route No: SR9999252; Class: State Road; Waterway: Stoney Ck Wilton Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B06866,ALISON ROAD,NSW,Sydney,Hunter Precinct,TfNSW,BRIDGE,Steel Girder,Steel,,,,,,,6.35,-33.276,151.406,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SYDNEY-NEWCASTLE FREEWAY; Route No: NR6003; Class: National Highway; Waterway: M1  On Alison Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09942,BR ON M7 EB(SB),NSW,Bella Vista,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.37,-33.75154,150.9504,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: OLD TOONGABBIE-SEVEN HILLS; Route No: SR635; Class: State Road; Waterway: Old Wndsr Rd & Trsw; Source: TfNSW Vertical Clearances Oct 2023,,,,
B07512,WISEMANS FERRY RD,NSW,Sydney,Hunter Precinct,TfNSW,BRIDGE,Prestressed Concrete Girder,Prestressed Concrete,,,,,,,6.37,-33.4216,151.28863,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: CENTRAL COAST HIGHWAY; Route No: HW30; Class: State Highway; Waterway: Wisemans Ferry Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B01036,BRIDGE ON SH18,NSW,Marrangaroo,West Region,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.38,-33.42788,150.10442,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: CASTLEREAGH HIGHWAY; Route No: HW18; Class: State Highway; Waterway: Sh5 Great Westn Hwy; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10883,PSUTG BRIDGE,NSW,Th Of F3,Hunter Precinct,TfNSW,BRIDGE,Prestressed Concrete Girder,Prestressed Concrete,,,,,,,6.39,-32.72407,151.40347,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HUNTER EXPRESSWAY; Route No: SR6011; Class: State Road; Waterway: Hunter Expressway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11598,S/B BRIDGE ON SH10,NSW,Orth Of Kempsey,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.4,-30.74323,152.91859,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: KEMPSEY LGA; Route No: SR9999235; Class: State Road; Waterway: Warrell Creek; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11597,N/B BRIDGE ON SH10,NSW,Orth Of Kempsey,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.4,-30.74312,152.9184,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: KEMPSEY LGA; Route No: SR9999235; Class: State Road; Waterway: Warrell Creek; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08870,BR ON CHRISTIE RD,NSW,Macquarie Park,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.4,-33.77252,151.11915,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: M2 MOTORWAY; Route No: NR6002; Class: National Highway; Waterway: M2; Source: TfNSW Vertical Clearances Oct 2023,,,,
B07885,PT.BILLY BRETT BRG.,NSW,Armidale By-Pass,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.4,-30.50417,151.63981,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Local Road; Route No: SR9999999; Class: State Road; Waterway: Railway & Shambrook; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10738,PLANK BRIDGE,NSW,Cameron Park,Hunter Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.4,-32.88838,151.59915,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SYDNEY-NEWCASTLE FREEWAY; Route No: NR6003; Class: National Highway; Waterway: Ncle Link Rd -M1 Off Ramp; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10892,SUTG BRIDGE,NSW,Th Of F3,Hunter Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.41,-32.66571,151.3508,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HUNTER EXPRESSWAY; Route No: SR6011; Class: State Road; Waterway: Hunter Expressway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08064,STOCKRINGTON RD,NSW,Sydney,Hunter Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.43,-32.864,151.616,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: NEWCASTLE LGA; Route No: SR9999325; Class: State Road; Waterway: Stockrington Road; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08063,STOCKRINGTON RD,NSW,Sydney,Hunter Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.43,-32.864,151.616,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: NEWCASTLE LGA; Route No: SR9999325; Class: State Road; Waterway: Stockrington Road; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08051,PPLNK N/B BRIDGE,NSW,Sydney,Hunter Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.45,-32.97253,151.53269,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: LAKE MACQUARIE LGA; Route No: SR9999252; Class: State Road; Waterway: Forestry Access Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10127,RACECOURSE ROAD,NSW,Corrys Road,South West Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.45,-36.05244,146.95897,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HUME HIGHWAY; Route No: HW2; Class: State Highway; Waterway: Over Hw2 Hume; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08675,BLACKHILL RD,NSW,Sydney,Hunter Precinct,TfNSW,BRIDGE,Prestressed Concrete Girder,Prestressed Concrete,,,,,,,6.47,-32.8383,151.63471,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SYDNEY-NEWCASTLE FREEWAY; Route No: NR6003; Class: National Highway; Waterway: F3 On Blackhill Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09912,BR ON M7 NB,NSW,Oakhurst,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.48,-33.7337,150.8489,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: BUNGARRIBEE ROAD - RICHMOND ROAD; Route No: SR643; Class: State Road; Waterway: Richmond Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08061,ACCESS ROAD,NSW,Sydney,Hunter Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.49,-32.879,151.609,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Access Road; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10306,BRIDGE ON SH10 S/B,NSW,Th Kempsey,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,6.5,-30.40893,153.02748,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: COFFS HARBOUR LGA; Route No: SR9999110; Class: State Road; Waterway: Pine Creek Way; Source: TfNSW Vertical Clearances Oct 2023,,,,
